Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
3424,MOH,Healthcare,Healthcare Plans,NYSE,86.48,39,51,15,65
3425,PCM,Financial Services,Asset Management,NYSE,86.47,39,32,23,48
3426,SAFT,Financial Services,Insurance—Property & Casualty,NASDAQ,86.47,39,58,56,63
3427,XENE,Healthcare,Biotechnology,NASDAQ,86.46,39,46,58,59
3428,DRH,Real Estate,REIT—Hotel & Motel,NYSE,86.46,39,34,30,64
3429,FSK,Financial Services,Asset Management,NYSE,86.45,39,42,40,38
3430,PTVE,Consumer Cyclical,Packaging & Containers,NASDAQ,86.44,39,41,65,93
3431,IVCP,Financial Services,Shell Companies,NASDAQ,86.44,39,42,43,48
3432,WTMAU,Financial Services,Shell Companies,NASDAQ,86.42,39,47,49,46
3433,RZC,n/a,n/a,NYSE,86.41,39,42,36,42
3434,HII,Industrials,Aerospace & Defense,NYSE,86.41,39,56,49,77
3435,EDU,Consumer Defensive,Education & Training Services,NYSE,86.4,39,18,63,93
3436,TTSH,Consumer Cyclical,Home Improvement Retail,NASDAQ,86.4,39,36,67,75
3437,GAMB,Consumer Cyclical,Gambling,NASDAQ,86.38,39,68,19,21
3438,EXPD,Industrials,Integrated Freight & Logistics,NYSE,86.37,39,37,36,31
3439,HTLFP,Financial Services,Banks—Regional,NASDAQ,86.37,39,47,44,47
3440,KRP,Energy,Oil & Gas E&P,NYSE,86.37,39,38,53,53
3441,GTLB,Technology,Software—Application,NASDAQ,86.37,39,51,39,74
3442,VMCA,Financial Services,Shell Companies,NASDAQ,86.37,39,42,41,54
3443,INFA,Technology,Software—Infrastructure,NYSE,86.36,39,27,27,92
3444,BDX,Healthcare,Medical Instruments & Supplies,NYSE,86.35,39,35,28,31
3445,GCBC,Financial Services,Banks—Regional,NASDAQ,86.35,39,62,77,70
3446,DX,Real Estate,REIT—Mortgage,NYSE,86.34,39,46,43,39
3447,LADR,Real Estate,REIT—Mortgage,NYSE,86.33,39,58,66,50
3448,SACC,n/a,n/a,NYSE MKT,86.32,39,41,41,47
3449,EVE,Financial Services,Shell Companies,NYSE MKT,86.31,39,39,38,49
3450,PFTA,Financial Services,Shell Companies,NASDAQ,86.31,39,41,48,47
3451,CTGO,Basic Materials,Gold,NYSE MKT,86.31,39,52,69,68
3452,HNNAZ,n/a,n/a,NASDAQ,86.3,39,42,40,44
3453,FUL,Basic Materials,Specialty Chemicals,NYSE,86.29,38,50,62,59
3454,TAK,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,86.29,38,49,27,24
3455,FDBC,Financial Services,Banks—Regional,NASDAQ,86.27,38,66,72,39
3456,YQ,Consumer Defensive,Education & Training Services,NASDAQ,86.26,38,24,15,14
3457,ISPO,Consumer Cyclical,Leisure,NASDAQ,86.25,38,34,9,11
3458,CFSB,Financial Services,Banks—Regional,NASDAQ,86.25,38,40,27,31
3459,SB,Industrials,Marine Shipping,NYSE,86.19,38,59,89,89
3460,PRQR,Healthcare,Biotechnology,NASDAQ,86.17,38,36,37,72
3461,CMCSA,Communication Services,Telecom Services,NASDAQ,86.17,38,32,28,34
3462,MCAGU,Financial Services,Shell Companies,NASDAQ,86.16,38,45,39,43
3463,APXIU,Financial Services,Shell Companies,NASDAQ,86.16,38,46,42,68
3464,DMLP,Energy,Oil & Gas E&P,NASDAQ,86.16,38,36,33,67
3465,SON,Consumer Cyclical,Packaging & Containers,NYSE,86.15,38,35,24,38
3466,CSWC,Financial Services,Asset Management,NASDAQ,86.15,38,50,62,78
3467,MSBIP,Financial Services,Banks—Regional,NASDAQ,86.14,38,45,46,62
3468,PFXNZ,n/a,n/a,NASDAQ,86.13,38,43,40,48
3469,DJP,Exchange Traded Fund,USA,NYSE ARCA,86.12,38,34,30,50
3470,CZNC,Financial Services,Banks—Regional,NASDAQ,86.11,38,57,43,28
3471,SHYF,Industrials,Farm & Heavy Construction Machinery,NASDAQ,86.11,38,41,27,17
3472,JBL,Technology,Electronic Components,NYSE,86.1,38,23,23,67
3473,THCP,Financial Services,Shell Companies,NASDAQ,86.1,38,40,39,51
3474,TROX,Basic Materials,Chemicals,NYSE,86.09,38,13,63,87
3475,NMR,Financial Services,Capital Markets,NYSE,86.09,38,51,84,89
3476,ZVIA,Consumer Defensive,Beverages—Non-Alcoholic,NYSE,86.08,38,24,4,2
3477,IMMR,Technology,Software—Application,NASDAQ,86.06,38,55,96,53
3478,LBRT,Energy,Oil & Gas Equipment & Services,NYSE,86.05,38,43,66,88
3479,SMTI,Healthcare,Medical Instruments & Supplies,NASDAQ,86.05,38,43,20,27
3480,NAUT,Healthcare,Biotechnology,NASDAQ,86.05,38,45,29,25
3481,HIMX,Technology,Semiconductors,NASDAQ,86.03,38,26,86,16
3482,SCCF,n/a,n/a,NYSE MKT,86.03,38,36,40,41
3483,AHH,Real Estate,REIT—Diversified,NYSE,86.03,38,63,56,35
3484,RITM,Real Estate,REIT—Mortgage,NYSE,86.01,38,60,66,73
3485,ZIONL,n/a,n/a,NASDAQ,86.0,38,42,39,46
3486,SSY,Healthcare,Pharmaceutical Retailers,NYSE MKT,86.0,38,36,59,17
3487,INTU,Technology,Software—Application,NASDAQ,85.99,38,58,65,77
3488,MNRO,Consumer Cyclical,Auto Parts,NASDAQ,85.98,38,30,15,30
3489,RSF,n/a,n/a,NYSE,85.95,38,36,34,40
3490,GFI,Basic Materials,Gold,NYSE,85.94,38,48,56,77
3491,STWD,Real Estate,REIT—Mortgage,NYSE,85.93,38,39,39,49
3492,HCVIU,Financial Services,Shell Companies,NASDAQ,85.92,38,36,36,72
3493,IEX,Industrials,Specialty Industrial Machinery,NYSE,85.9,38,32,28,70
3494,PNNT,Financial Services,Asset Management,NYSE,85.88,38,41,51,74
3495,WTMA,Financial Services,Shell Companies,NASDAQ,85.88,38,39,39,50
3496,KC,Technology,Software—Application,NASDAQ,85.87,38,9,14,13
3497,CDAQ,Financial Services,Shell Companies,NASDAQ,85.86,38,41,36,48
3498,NVGS,Energy,Oil & Gas Midstream,NYSE,85.86,38,51,69,44
3499,RWAYL,n/a,n/a,NASDAQ,85.86,38,40,38,46
3500,BSET,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,85.85,38,34,31,26
3501,PPYAU,Financial Services,Shell Companies,NASDAQ,85.84,38,35,49,54
3502,NVEC,Technology,Semiconductors,NASDAQ,85.84,38,34,41,51
3503,GDO,Financial Services,Asset Management,NYSE,85.83,38,49,45,39
3504,SCCC,n/a,n/a,NYSE MKT,85.83,38,41,40,49
3505,PSNY,Consumer Cyclical,Auto Manufacturers,NASDAQ,85.82,38,89,3,4
3506,EGP,Real Estate,REIT—Industrial,NYSE,85.82,38,58,62,35
3507,PSX,Energy,Oil & Gas Refining & Marketing,NYSE,85.82,38,30,54,89
3508,GEG,Healthcare,Medical Distribution,NASDAQ,85.81,38,33,24,31
3509,UNB,Financial Services,Banks—Regional,NASDAQ,85.78,38,53,26,57
3510,AOUT,Consumer Cyclical,Leisure,NASDAQ,85.76,37,40,38,30
3511,ATIP,Healthcare,Medical Care Facilities,NYSE,85.75,37,37,56,6
3512,STAG,Real Estate,REIT—Industrial,NYSE,85.75,37,59,58,40
3513,ALVR,Healthcare,Biotechnology,NASDAQ,85.74,37,14,12,10
3514,GLBZ,Financial Services,Banks—Regional,NASDAQ,85.74,37,63,12,15
3515,EXTR,Technology,Communication Equipment,NASDAQ,85.74,37,44,21,7
3516,GAQ,Financial Services,Shell Companies,NASDAQ,85.72,37,42,42,52
3517,KOF,Consumer Defensive,Beverages—Non-Alcoholic,NYSE,85.72,37,41,42,72
3518,MGIC,Technology,Information Technology Services,NASDAQ,85.71,37,58,31,59
3519,PPYA,Financial Services,Shell Companies,NASDAQ,85.7,37,40,40,44
3520,PRLHU,Financial Services,Shell Companies,NASDAQ,85.69,37,46,34,42
3521,RZB,n/a,n/a,NYSE,85.69,37,38,39,41
3522,RWAYZ,n/a,n/a,NASDAQ,85.69,37,38,38,45
3523,PHVS,Healthcare,Biotechnology,NASDAQ,85.69,37,34,26,82
3524,SPH,Utilities,Utilities—Regulated Gas,NYSE,85.68,37,41,53,76
3525,YETI,Consumer Cyclical,Leisure,NYSE,85.68,37,27,31,23
3526,SAJ,n/a,n/a,NYSE,85.68,37,40,36,42
3527,FDUS,Financial Services,Asset Management,NASDAQ,85.67,37,42,32,59
3528,APG,Industrials,Engineering & Construction,NYSE,85.67,37,40,72,90
3529,IMMP,Healthcare,Biotechnology,NASDAQ,85.66,37,35,23,83
3530,BOSC,Technology,Communication Equipment,NASDAQ,85.65,37,35,34,35
3531,AOS,Industrials,Specialty Industrial Machinery,NYSE,85.65,37,47,64,79
3532,FITBI,Financial Services,Banks—Regional,NASDAQ,85.63,37,41,44,44
3533,MTAL,Financial Services,Shell Companies,NYSE,85.63,37,29,55,76
3534,RUSHB,Consumer Cyclical,Auto & Truck Dealerships,NASDAQ,85.63,37,58,27,53
3535,AQU,Financial Services,Shell Companies,NASDAQ,85.61,37,42,41,51
3536,REX,Basic Materials,Specialty Chemicals,NYSE,85.61,37,40,45,94
3537,CDNS,Technology,Software—Application,NASDAQ,85.61,37,32,48,69
3538,SWKH,Financial Services,Asset Management,NASDAQ,85.59,37,40,41,52
3539,PAG,Consumer Cyclical,Auto & Truck Dealerships,NYSE,85.59,37,40,36,45
3540,NVO,Healthcare,Biotechnology,NYSE,85.58,37,71,81,90
3541,LDI,Financial Services,Mortgage Finance,NYSE,85.57,37,92,23,77
3542,CUBI,Financial Services,Banks—Regional,NYSE,85.56,37,56,90,92
3543,WMPN,Financial Services,Banks—Regional,NASDAQ,85.56,37,35,34,55
3544,CRC,Energy,Oil & Gas E&P,NYSE,85.55,37,34,33,72
3545,AIRTP,Industrials,Integrated Freight & Logistics,NASDAQ,85.55,37,44,40,29
3546,CKX,Energy,Oil & Gas E&P,NYSE MKT,85.55,37,43,52,82
3547,BFAC,Financial Services,Shell Companies,NYSE,85.53,37,41,38,49
3548,HIVE,Financial Services,Capital Markets,NASDAQ,85.53,37,27,85,28
3549,PLYA,Consumer Cyclical,Resorts & Casinos,NASDAQ,85.52,37,28,46,73
3550,HTFC,n/a,n/a,NYSE,85.51,37,38,35,40
3551,GAIN,Financial Services,Asset Management,NASDAQ,85.5,37,31,40,56
3552,HUN,Basic Materials,Chemicals,NYSE,85.5,37,25,27,34
3553,OXLC,Financial Services,Asset Management,NASDAQ,85.49,37,42,60,35
3554,EDRY,Industrials,Marine Shipping,NASDAQ,85.48,37,51,88,79
3555,BRAC,Financial Services,Shell Companies,NASDAQ,85.47,37,40,43,51
3556,WAVS,Financial Services,Shell Companies,NASDAQ,85.47,37,32,35,40
3557,THCPU,Financial Services,Shell Companies,NASDAQ,85.46,37,39,39,45
3558,AEAEU,Financial Services,Shell Companies,NASDAQ,85.46,37,44,45,48
3559,PLD,Real Estate,REIT—Industrial,NYSE,85.45,37,53,61,24
3560,CXW,Real Estate,REIT—Specialty,NYSE,85.44,37,58,72,86
3561,OVBC,Financial Services,Banks—Regional,NASDAQ,85.43,37,45,27,35
3562,HCVI,Financial Services,Shell Companies,NASDAQ,85.43,37,42,39,47
3563,TSLA,Consumer Cyclical,Auto Manufacturers,NASDAQ,85.41,37,59,81,12
3564,DNOW,Energy,Oil & Gas Equipment & Services,NYSE,85.41,37,38,73,91
3565,BLACU,Shell Companies,USA,NASDAQ,85.4,37,40,36,61
3566,FC,Industrials,Consulting Services,NYSE,85.39,37,48,35,39
3567,WDAY,Technology,Software—Application,NASDAQ,85.37,36,48,26,65
3568,MNDO,Technology,Software—Application,NASDAQ,85.37,36,38,31,33
3569,TGAA,Financial Services,Shell Companies,NASDAQ,85.37,36,40,40,52
3570,GHIX,Financial Services,Shell Companies,NASDAQ,85.35,36,38,38,46
3571,CLBR,Financial Services,Shell Companies,NYSE,85.34,36,38,38,48
3572,DIBS,Consumer Cyclical,Internet Retail,NASDAQ,85.34,36,34,34,84
3573,SBBA,n/a,n/a,NYSE,85.32,36,38,36,43
3574,FNV,Basic Materials,Gold,NYSE,85.32,36,48,33,30
3575,SAY,n/a,n/a,NYSE,85.31,36,41,35,42
3576,LNN,Industrials,Farm & Heavy Construction Machinery,NYSE,85.31,36,48,35,31
3577,ASH,Basic Materials,Specialty Chemicals,NYSE,85.3,36,33,61,74
3578,CMPR,Communication Services,Advertising Agencies,NASDAQ,85.29,36,44,80,92
3579,TTE,Energy,Oil & Gas Integrated,NYSE,85.27,36,42,41,73
3580,RMR,Real Estate,Real Estate Services,NASDAQ,85.27,36,50,51,31
3581,EFC,Real Estate,REIT—Mortgage,NYSE,85.24,36,55,48,28
3582,ABEV,Consumer Defensive,Beverages—Brewers,NYSE,85.24,36,35,18,23
3583,ASUR,Technology,Software—Application,NASDAQ,85.24,36,64,71,11
3584,HKD,Technology,Software—Application,NYSE,85.23,36,11,14,9
3585,KW,Real Estate,Real Estate Services,NYSE,85.21,36,49,28,9
3586,SCCG,n/a,n/a,NYSE MKT,85.18,36,36,41,41
3587,CARV,Financial Services,Banks—Regional,NASDAQ,85.18,36,39,29,14
3588,ONYXU,Financial Services,Shell Companies,NASDAQ,85.18,36,41,32,60
3589,ODFL,Industrials,Trucking,NASDAQ,85.16,36,40,29,73
3590,RS,Basic Materials,Steel,NYSE,85.16,36,36,48,76
3591,BHAC,Financial Services,Shell Companies,NASDAQ,85.16,36,38,38,46
3592,GTACU,Financial Services,Shell Companies,NASDAQ,85.15,36,39,35,40
3593,RBCP,Industrials,Tools & Accessories,NYSE,85.11,36,51,69,41
3594,IGTAU,Financial Services,Shell Companies,NASDAQ,85.1,36,41,58,62
3595,RCMT,Industrials,Conglomerates,NASDAQ,85.1,36,30,26,35
3596,BVN,Basic Materials,Other Precious Metals & Mining,NYSE,85.09,36,50,91,95
3597,OWLT,Healthcare,Medical Devices,NYSE,85.09,36,35,40,17
3598,QSR,Consumer Cyclical,Restaurants,NYSE,85.07,36,34,37,49
3599,NNVC,Healthcare,Biotechnology,NYSE MKT,85.07,36,56,96,35
3600,GMRE,Real Estate,REIT—Healthcare Facilities,NYSE,85.05,36,53,48,22
3601,HTH,Financial Services,Banks—Regional,NYSE,85.04,36,55,60,39
3602,FUND,Financial Services,Asset Management,NASDAQ,85.02,36,38,42,42
3603,PFTAU,Financial Services,Shell Companies,NASDAQ,85.02,36,38,47,48
3604,PSTL,Real Estate,REIT—Office,NYSE,85.0,36,53,39,36
3605,PFE,Healthcare,Drug Manufacturers—General,NYSE,84.95,36,54,41,19
3606,TEAM,Technology,Software—Application,NASDAQ,84.94,36,26,22,49
3607,PGYWW,Technology,Software—Infrastructure,NASDAQ,84.93,36,38,35,42
3608,LIFWW,n/a,n/a,NASDAQ,84.93,36,38,35,42
3609,ARQQW,n/a,n/a,NASDAQ,84.93,36,38,35,42
3610,SVA,Healthcare,Biotechnology,NASDAQ,84.93,36,38,35,42
3611,GTEC,Industrials,Specialty Industrial Machinery,NASDAQ,84.91,36,87,17,15
3612,AKAM,Technology,Software—Infrastructure,NASDAQ,84.91,36,36,24,41
3613,DADA,Consumer Cyclical,Internet Retail,NASDAQ,84.9,36,5,5,6
3614,MCN,Financial Services,Asset Management,NYSE,84.89,36,43,36,33
3615,AEAE,Financial Services,Shell Companies,NASDAQ,84.89,36,38,49,57
3616,EVF,Financial Services,Asset Management,NYSE,84.89,36,37,44,63
3617,KNX,Industrials,Trucking,NYSE,84.89,36,42,33,25
3618,AMKR,Technology,Semiconductors,NASDAQ,84.88,36,36,91,65
3619,AOMR,Real Estate,REIT—Mortgage,NYSE,84.88,36,39,84,80
3620,BATRK,Communication Services,Entertainment,NASDAQ,84.87,36,55,63,42
3621,DHIL,Financial Services,Asset Management,NASDAQ,84.85,36,37,25,27
3622,EFT,Financial Services,Asset Management,NYSE,84.84,35,36,52,67
3623,SHO,Real Estate,REIT—Hotel & Motel,NYSE,84.84,35,36,44,59
3624,JRSH,Consumer Cyclical,Apparel Manufacturing,NASDAQ,84.83,35,36,28,25
3625,BHACU,Financial Services,Shell Companies,NASDAQ,84.83,35,40,32,45
3626,SEDA,Financial Services,Shell Companies,NYSE,84.81,35,44,45,54
3627,CISO,Technology,Software—Infrastructure,NASDAQ,84.8,35,3,2,7
3628,GSK,Healthcare,Drug Manufacturers—General,NYSE,84.79,35,61,43,68
3629,SJM,Consumer Defensive,Packaged Foods,NYSE,84.77,35,40,28,24
3630,TRINL,n/a,n/a,NASDAQ,84.77,35,39,35,41
3631,APLE,Real Estate,REIT—Hotel & Motel,NYSE,84.76,35,30,34,49
3632,CLBK,Financial Services,Banks—Regional,NASDAQ,84.76,35,63,31,29
3633,BRT,Real Estate,REIT—Residential,NYSE,84.75,35,63,43,50
3634,CDAQU,Financial Services,Shell Companies,NASDAQ,84.74,35,40,44,47
3635,LOPE,Consumer Defensive,Education & Training Services,NASDAQ,84.73,35,61,78,65
3636,SJW,Utilities,Utilities—Regulated Water,NYSE,84.68,35,50,33,22
3637,MXC,Energy,Oil & Gas E&P,NYSE MKT,84.67,35,52,36,69
3638,GJR,Financial Services,Asset Management,NYSE,84.65,35,41,33,47
3639,ABG,Consumer Cyclical,Auto & Truck Dealerships,NYSE,84.64,35,33,65,62
3640,EHI,Financial Services,Asset Management,NYSE,84.64,35,35,45,43
3641,WRN,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,84.64,35,24,14,59
3642,MBUU,Consumer Cyclical,Recreational Vehicles,NASDAQ,84.64,35,29,19,9
3643,VSACU,Financial Services,Shell Companies,NASDAQ,84.62,35,40,38,54
3644,CVS,Healthcare,Healthcare Plans,NYSE,84.62,35,22,16,31
3645,NSPR,Healthcare,Medical Devices,NASDAQ,84.62,35,54,22,25
3646,REFI,Real Estate,REIT—Mortgage,NASDAQ,84.61,35,42,46,54
3647,AFRI,Consumer Defensive,Farm Products,NASDAQ,84.6,35,39,46,36
3648,RPRX,Healthcare,Biotechnology,NASDAQ,84.6,35,40,32,29
3649,CASS,Industrials,Specialty Business Services,NASDAQ,84.59,35,38,35,68
3650,AAL,Industrials,Airlines,NASDAQ,84.59,35,21,12,55
3651,ORMP,Healthcare,Biotechnology,NASDAQ,84.58,35,36,55,49
3652,BKDT,n/a,n/a,NYSE,84.57,35,70,94,92
3653,WAVSU,Financial Services,Shell Companies,NASDAQ,84.56,35,32,32,45
3654,WLKP,Basic Materials,Chemicals,NYSE,84.53,35,41,48,35
3655,SABR,Consumer Cyclical,Travel Services,NASDAQ,84.53,35,56,38,11
3656,AMPY,Energy,Oil & Gas E&P,NYSE,84.53,35,52,53,68
3657,CLNE,Energy,Oil & Gas Refining & Marketing,NASDAQ,84.53,35,41,18,8
3658,SAIA,Industrials,Trucking,NASDAQ,84.53,35,34,53,91
3659,MOB,Technology,Communication Equipment,NASDAQ,84.53,35,53,13,9
3660,ETD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NYSE,84.51,35,48,31,77
3661,BZ,Industrials,Staffing & Employment Services,NASDAQ,84.49,35,11,34,83
3662,CYTK,Healthcare,Biotechnology,NASDAQ,84.48,35,82,68,92
3663,PVH,Consumer Cyclical,Apparel Manufacturing,NYSE,84.47,35,25,45,79
3664,SKLZ,Communication Services,Electronic Gaming & Multimedia,NYSE,84.47,35,25,53,31
3665,SEED,Basic Materials,Agricultural Inputs,NASDAQ,84.46,35,18,84,85
3666,BOC,Communication Services,Advertising Agencies,NYSE,84.44,35,33,18,28
3667,VRSN,Technology,Software—Infrastructure,NASDAQ,84.44,35,32,21,25
3668,MNTS,Industrials,Aerospace & Defense,NASDAQ,84.44,35,15,14,1
3669,DGICB,Financial Services,Insurance—Property & Casualty,NASDAQ,84.44,35,50,27,27
3670,MLTX,Healthcare,Biotechnology,NASDAQ,84.43,35,51,22,39
3671,CANF,Healthcare,Biotechnology,NYSE MKT,84.38,35,28,98,35
3672,EQS,Financial Services,Asset Management,NYSE,84.37,35,46,21,37
3673,PEN,Healthcare,Medical Devices,NYSE,84.35,35,21,17,18
3674,IMRN,Healthcare,Biotechnology,NASDAQ,84.34,35,84,84,86
3675,AVIR,Healthcare,Biotechnology,NASDAQ,84.34,35,68,40,69
3676,ATRC,Healthcare,Medical Instruments & Supplies,NASDAQ,84.33,35,37,13,8
3677,QD,Financial Services,Credit Services,NYSE,84.33,35,28,24,89
3678,ACIU,Healthcare,Biotechnology,NASDAQ,84.31,35,26,80,18
3679,DMYY,Financial Services,Shell Companies,NYSE MKT,84.29,35,37,37,46
3680,ALCO,Consumer Defensive,Farm Products,NASDAQ,84.28,34,63,33,63
3681,EFR,Financial Services,Asset Management,NYSE,84.28,34,37,46,63
3682,MAYS,Real Estate,Real Estate Services,NASDAQ,84.26,34,36,28,34
3683,OMF,Financial Services,Credit Services,NYSE,84.26,34,40,65,77
3684,RRR,Consumer Cyclical,Resorts & Casinos,NASDAQ,84.25,34,49,68,79
3685,DOW,Basic Materials,Chemicals,NYSE,84.23,34,28,35,63
3686,QRHC,Industrials,Waste Management,NASDAQ,84.22,34,62,65,89
3687,FTIIU,Financial Services,Shell Companies,NASDAQ,84.2,34,37,32,63
3688,WMK,Consumer Defensive,Grocery Stores,NYSE,84.2,34,62,62,31
3689,GEF,Consumer Cyclical,Packaging & Containers,NYSE,84.2,34,33,29,33
3690,TWO,Real Estate,REIT—Mortgage,NYSE,84.18,34,51,59,37
3691,LTRX,Technology,Communication Equipment,NASDAQ,84.17,34,43,31,10
3692,STZ,Consumer Defensive,Beverages—Wineries & Distilleries,NYSE,84.17,34,35,30,62
3693,RUM,Technology,Software—Application,NASDAQ,84.17,34,29,73,42
3694,ELLO,Utilities,Utilities—Renewable,NYSE MKT,84.16,34,26,16,63
3695,INVH,Real Estate,REIT—Residential,NYSE,84.16,34,48,51,52
3696,TROW,Financial Services,Asset Management,NASDAQ,84.15,34,30,49,50
3697,MNST,Consumer Defensive,Beverages—Non-Alcoholic,NASDAQ,84.15,34,31,27,39
3698,BDL,Consumer Cyclical,Restaurants,NYSE MKT,84.15,34,38,35,30
3699,EVCM,Technology,Software—Infrastructure,NASDAQ,84.13,34,62,76,23
3700,BDSX,Healthcare,Diagnostics & Research,NASDAQ,84.12,34,75,82,17
3701,SHEL,Energy,Oil & Gas Integrated,NYSE,84.09,34,42,54,74
3702,NOG,Energy,Oil & Gas E&P,NYSE,84.09,34,28,51,80
3703,IRDM,Communication Services,Telecom Services,NASDAQ,84.08,34,25,10,10
3704,BSM,Energy,Oil & Gas E&P,NYSE,84.08,34,35,40,41
3705,ENLT,Utilities,Utilities - Renewable,NASDAQ,84.07,34,27,34,55
3706,LSTA,Healthcare,Biotechnology,NASDAQ,84.06,34,37,83,34
3707,BSBR,Financial Services,Banks—Regional,NYSE,84.05,34,52,30,34
3708,HIX,Financial Services,Asset Management,NYSE,84.04,34,33,32,33
3709,CSPI,Technology,Information Technology Services,NASDAQ,84.04,34,31,92,96
3710,BIDU,Communication Services,Internet Content & Information,NASDAQ,84.03,34,18,17,20
3711,LCID,Consumer Cyclical,Auto Manufacturers,NASDAQ,84.02,34,65,56,8
3712,STXS,Healthcare,Medical Instruments & Supplies,NYSE MKT,84.0,34,71,48,92
3713,GJO,n/a,n/a,NYSE,84.0,34,37,40,47
3714,USEA,Industrials,Marine Shipping,NASDAQ,83.99,34,36,43,47
3715,RES,Energy,Oil & Gas Equipment & Services,NYSE,83.99,34,22,11,51
3716,IDXX,Healthcare,Diagnostics & Research,NASDAQ,83.96,34,40,30,38
3717,STRRP,Healthcare,Diagnostics & Research,NASDAQ,83.95,34,42,46,43
3718,MDGL,Healthcare,Biotechnology,NASDAQ,83.94,34,34,92,64
3719,M,Consumer Cyclical,Department Stores,NYSE,83.93,34,25,41,80
3720,SLNH,Technology,Scientific & Technical Instruments,NASDAQ,83.92,34,13,98,7
3721,CRON,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,83.91,34,37,69,87
3722,AVXL,Healthcare,Biotechnology,NASDAQ,83.9,34,66,58,6
3723,NEP,Utilities,Utilities—Renewable,NYSE,83.88,34,20,25,24
3724,CDW,Technology,Information Technology Services,NASDAQ,83.87,34,37,50,80
3725,HOVNP,Consumer Cyclical,Homebuilding & Construction,NASDAQ,83.87,34,35,35,41
3726,KF,Financial Services,Asset Management,NYSE,83.87,34,41,65,66
3727,CHTR,Communication Services,Telecom Services,NASDAQ,83.85,34,49,29,12
3728,DMRC,Technology,Information Technology Services,NASDAQ,83.84,34,38,77,20
3729,MAN,Industrials,Staffing & Employment Services,NYSE,83.84,34,34,27,46
3730,JBHT,Industrials,Integrated Freight & Logistics,NASDAQ,83.83,34,30,23,24
3731,MVO,Energy,Oil & Gas E&P,NYSE,83.83,34,22,18,17
3732,HRTX,Healthcare,Biotechnology,NASDAQ,83.8,34,22,98,97
3733,CRWS,Consumer Cyclical,"Furnishings, Fixtures & Appliances",NASDAQ,83.8,34,31,35,48
3734,SLAB,Technology,Semiconductors,NASDAQ,83.79,33,25,23,31
3735,WWR,Basic Materials,Other Industrial Metals & Mining,NYSE MKT,83.79,33,28,32,11
3736,BATRA,Communication Services,Entertainment,NASDAQ,83.79,33,54,57,41
3737,HSIC,Healthcare,Medical Distribution,NASDAQ,83.78,33,35,29,35
3738,DIS,Communication Services,Entertainment,NYSE,83.78,33,29,34,83
3739,OTEX,Technology,Software—Application,NASDAQ,83.75,33,29,17,29
3740,RILYM,n/a,n/a,NASDAQ,83.74,33,27,48,61
3741,VLO,Energy,Oil & Gas Refining & Marketing,NYSE,83.72,33,27,50,87
3742,BRACU,Financial Services,Shell Companies,NASDAQ,83.72,33,36,60,50
3743,KMX,Consumer Cyclical,Auto & Truck Dealerships,NYSE,83.71,33,47,66,45
3744,TXO,Energy,Oil & Gas E&P,NYSE,83.71,33,31,58,29
3745,DPZ,Consumer Cyclical,Restaurants,NYSE,83.71,33,27,31,84
3746,INST,Technology,Software—Application,NYSE,83.69,33,34,37,15
3747,KMDA,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,83.68,33,39,66,45
3748,FBRT,Real Estate,REIT—Mortgage,NYSE,83.68,33,37,48,37
3749,MHNC,n/a,n/a,NYSE,83.68,33,34,33,41
3750,FDX,Industrials,Integrated Freight & Logistics,NYSE,83.66,33,68,74,68
